Start Time,Duration,Run ID,maxBins,maxDepth,mlModelClass,avg_rmse
12/4/2021 22:16,1.0s,2386f7de50674e0884b78ce59ef16df1,32,10,GBTRegressor_030168a52aa7,4.533697076
12/4/2021 22:16,1.1s,b085e985734f4da4a1e6f1ad21381115,16,10,GBTRegressor_030168a52aa7,4.717712861
12/4/2021 22:16,1.1s,5c9ba0e17a2a4c869846f706e114a004,8,10,GBTRegressor_030168a52aa7,5.163778394
12/4/2021 22:16,1.0s,a16f422868a1483f80637c70fef3130e,32,5,GBTRegressor_030168a52aa7,4.549743211
12/4/2021 22:16,1.0s,55ca139efb5c408a9736992ac106e74f,16,5,GBTRegressor_030168a52aa7,4.604981611
12/4/2021 22:16,1.1s,8f9bbf5193f34c28a48687083faf078c,8,5,GBTRegressor_030168a52aa7,5.219276847
12/4/2021 22:16,1.1s,384bbf413e6f4fdf9ae87a8e8016b0cb,32,3,GBTRegressor_030168a52aa7,4.619296344
12/4/2021 22:16,1.1s,aaf4f4165e044910af6c88e74e7c593a,16,3,GBTRegressor_030168a52aa7,4.822821331
12/4/2021 22:16,1.2s,17e66e2cb6e8452482f8fc1dc70b5120,8,3,GBTRegressor_030168a52aa7,5.558602303
