Start Time,Duration,Run ID,maxDepth,numTrees,mlModelClass,avg_rmse,
12/4/2021 22:00,1.1s,6c6983e527314904b9d83aac2c15ac7e,10,20,RandomForestRegressor,4.335486844,
12/4/2021 22:00,1.1s,120bcb4d86134ab9add3983d33be95ba,10,10,RandomForestRegressor,4.387485678,
12/4/2021 22:00,1.0s,eef147e1dc4449ceb69c893beb3a4619,10,5,RandomForestRegressor,4.410175312,
12/4/2021 22:00,1.1s,96e4d6690d3b4f82910331009c866099,5,20,RandomForestRegressor,4.989685515,
12/4/2021 22:00,1.0s,d02ec815a9944cf2a871d200ee59a38e,5,10,RandomForestRegressor,5.085392587,
12/4/2021 22:00,1.2s,ff47a2937fea4df19810881735942207,5,5,RandomForestRegressor,4.867092674,
12/4/2021 22:00,1.2s,7e48cfbe6c474e3181e1978a6993c697,3,20,RandomForestRegressor,5.85351801,
12/4/2021 22:00,1.1s,ae53502879474b6f9a3d365e9aa8457e,3,10,RandomForestRegressor,5.704622526,
12/4/2021 22:00,1.3s,44e5c4f3e8bd48af9018cd86200224de,3,5,RandomForestRegressor,5.303149981,
